sagoNo,sido,sigungu,dong,addr,sagoLat,sagoLon,sagoDate,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,no
20200213,대전광역시,서구,만년동,대전광역시 서구 만년동 400,,,20200911,2.00,1.00,1.50,,하수관로(D300mm) 노후 손상으로 함몰 발생,0,0,1,복구완료,관로 보수 후 포장 복구 완료,7500000,20200912,00010101,1
20200214,서울특별시,영등포구,신길동,서울특별시 영등포구 신길동 10-40,,,20200812,1.50,1.50,1.20,기타,노들길 빗물받이 벽체 파손으로 인한 토사유실,0,0,0,복구완료,해당 도로관리청(강서도로사업소)에서  복구 완료,0,20200812,00010101,1
20200215,인천광역시,서구,가좌동,인천광역시 서구 가좌동 가좌역1번출입구,,,20200729,1.50,2.50,0.10,,집중호우로 인한 모래유실,0,0,0,복구완료,유실구간 모래채움 및 다짐시공,0,20200729,00010101,1
20200216,인천광역시,서구,가좌동,인천광역시 서구 가좌동 139,,,20200803,0.50,0.50,1.00,,다짐미흡으로 인한 장기침하,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장복구 완료,0,20200803,00010101,1
20200217,인천광역시,서구,가좌동,인천광역시 서구 가좌동 158,,,20200810,0.50,0.50,1.00,,다짐미흡으로 인한 장기침하,0,0,0,복구완료,흙다지기 및 되메우기 재시공 및 포장복구,0,20200810,00010101,1
20200218,인천광역시,서구,가정동,인천광역시 서구 가정동 566-5 한국빌라206동 앞 도로,,,20200811,0.50,0.50,1.00,,집중호우로 인한 지반침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장복구,0,20200811,00010101,1
20200219,인천광역시,서구,가좌동,인천광역시 서구 가좌동 가좌역2번출입구 E/V옆 전방 도로,,,20200813,2.90,8.00,0.20,,집중호우로 인한 지반침하,0,0,0,복구완료,되메우기 재시공 완료,0,20200813,00010101,1
20200220,인천광역시,서구,가좌동,인천광역시 서구 가좌동 가좌역2번출입구 E/V 옆 환기구 전면 보도,,,20200813,2.60,9.00,0.10,,집중호우로 인한 지반침하,0,0,0,복구완료,유실구간 모래채움 및 다짐공사 실시,0,20200813,00010101,1
20200221,인천광역시,서구,석남동,인천광역시 서구 석남동 469-11,,,20200815,0.50,0.70,1.00,,흙 다지기 및 되메우기 재시공 및 포장복구,0,0,0,복구완료,"흙다지기 및 되메우기 재시공, 포장복구",0,20200815,00010101,1
20200222,인천광역시,서구,마전동,인천광역시 서구 마전동 완정로34번길,,,20200811,2.50,0.50,0.10,,집중호우로 인한 모래유실,0,0,0,복구완료,유실구간 모래채움 및 다짐공사 실시,0,20200811,00010101,1
20200224,경상북도,포항시 남구,송내동,경상북도 포항시 남구 송내동 657-2번지,,,20200723,3.00,70.00,0.60,,철강산업단지 완충저류시설 공사 현장내 지하구조물 터파기에 의한 파이핑현상 발생으로 도로가 침하된 것으로 추정 ,0,0,0,복구완료,도로침하구간 추가 침하여부 확인 후 주변시설 및 도로 아스콘포장 원상복구 및 지반침하위험도평가 실시완료,0,20210412,00010101,1
20200225,경상북도,포항시 남구,대도동,경상북도 포항시 남구 대도동 422-27,,,20200727,3.00,4.00,0.50,,하수관 파손으로 인한 토사 유출로 지반침하 발생,0,0,0,복구완료,오수맨홀 기초부분 파손 복구완료,0,20200802,00010101,1
20200232,충청북도,음성군,금왕읍 무극리,충청북도 음성군 금왕읍 무극리 무극리 산 17-5,,,20200803,3.00,5.00,0.50,,우수관로 노후파손으로 토사유입,0,0,0,복구완료,굴착부분 되메우기 후 보도블럭 재시공,0,20200805,00010101,1
20200233,전북특별자치도,군산시,비응도동,전북특별자치도 군산시 비응도동 42(43-1 앞),,,20200915,2.00,2.00,0.50,,하수관 파손으로 인한 지반침하,0,0,0,복구완료,관파손부위 복구후 포장완료,0,20200915,00010101,1
20200234,충청북도,음성군,금왕읍 무극리,충청북도 음성군 금왕읍 무극리 523-3,,,20200806,1.00,2.50,0.50,,오수관 파손으로 토사유입,0,0,0,복구완료,굴착부분 되메우기 후 보도블럭 재시공,0,20200810,00010101,1
20200235,충청북도,음성군,생극면,충청북도 음성군 생극면 차평리 457-4,,,20200810,0.60,2.00,1.50,,,0,0,0,복구완료,건설장비 이용하여 복구완료,0,20200817,00010101,1
20200236,부산광역시,부산진구,범천동,부산광역시 부산진구 범천동 847-2,,,20200706,1.00,1.00,0.80,,하수박스 벽체부 파손으로 인한 토사유실,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20200730,00010101,1
20200237,부산광역시,부산진구,전포동,부산광역시 부산진구 전포동 428-1,,,20200711,1.00,1.00,0.50,,노후 하수관 파손으로 인한 지반침하,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20200711,00010101,1
20200238,부산광역시,부산진구,개금동,부산광역시 부산진구 개금동 진사로 61번길 29,,,20200724,1.20,1.20,0.30,,노후 하수관 파손으로 인한 지반침하,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20201215,00010101,1
20200239,부산광역시,부산진구,부전동,부산광역시 부산진구 부전동 가야대로 763-1,,,20200729,0.80,0.80,2.50,,다짐불량으로 인한 지반침하 발생 추정,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20200923,00010101,1
20200240,경기도,의정부시,녹양동,경기도 의정부시 녹양동 114-25,,,20200824,2.00,15.00,0.20,,"지하매설물 매설로인한 굴착 공사 후 다짐불량
",0,0,0,복구완료,다짐(되메유기),0,20200820,00010101,1
20200242,부산광역시,기장군,정관면 달산리,부산광역시 기장군 정관면 달산리 44-45번지 앞(산단5로),,,20200725,1.20,7.00,1.00,기타,"하수관로(CSP D1,200mm) 파손으로 인한 함몰 추정",0,0,0,복구완료,하수박스 손상부 복구 및 토사되메우기 완료,0,20210202,00010101,1
20200246,전북특별자치도,고창군,고창읍 월산리,전북특별자치도 고창군 고창읍 월산리 산12-8번지,,,20200808,1.00,20.00,0.20,,절개지 축대 크랙 발생으로 인한 지반침하,0,0,0,복구완료,건설도시과-28692(2020.8.11.)호로 전라북도 시설과 복구 요청하여 복구완료하였음,0,20201130,00010101,1
20200247,광주광역시,북구,연제동,광주광역시 북구 연제동 36,,,20200720,1.00,2.00,1.00,,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210722,00010101,1
20200249,광주광역시,북구,동림동,광주광역시 북구 동림동 26-1,,,20200821,1.00,1.00,0.80,,우수받이 연결부위 세굴,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200821,00010101,1
20200250,광주광역시,북구,운암동,광주광역시 북구 운암동 1051-11,,,20200810,0.60,2.00,0.80,,우수맨홀 세굴,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210810,00010101,1
20200251,경기도,평택시,안중읍 현화리,경기도 평택시 안중읍 현화리 648-2번지,,,20200706,3.00,3.00,3.00,,하수관 노후로 인한 관로 파손 및 누수에 따른 도로 침하,0,0,0,복구완료,되메우기 및 도로 복구 완료,0,20210709,00010101,1
20200252,경기도,부천시,,경기도 부천시 중동 859-5,,,20200820,3.00,2.20,1.00,,폐하수관 미처리에 따른 지반 침하 발생,0,0,0,복구완료,굴착복구 공사 진행,0,20200821,00010101,1
20200254,광주광역시,동구,,광주광역시 동구 계림동 1070,,,20200808,0.70,5.00,2.00,,,0,0,0,복구완료,-,0,20201231,00010101,1
20200255,광주광역시,동구,,광주광역시 동구 학동 994,,,20200808,2.00,1.50,0.40,,,0,0,0,복구완료,-,0,20201231,00010101,1
20200256,광주광역시,동구,,광주광역시 동구 운림동 628,,,20200808,1.00,1.00,0.20,,,0,0,0,복구완료,-,0,20201231,00010101,1
20200257,광주광역시,동구,,광주광역시 동구 산수동 62-1,,,20200810,1.20,1.20,0.30,,,0,0,0,복구완료,-,0,20201231,00010101,1
20200258,광주광역시,동구,,광주광역시 동구 금남로 4가역,,,20200811,2.00,2.00,1.50,,,0,0,0,복구완료,-,0,20201231,00010101,1
20200259,광주광역시,동구,,광주광역시 동구 수기동 80,,,20200811,0.50,2.00,1.00,,,0,0,3,복구완료,-,0,20201231,00010101,1
20200264,경상북도,영주시,상망동,경상북도 영주시 상망동 898,,,20200802,2.00,1.00,0.50,,빗물 배수 불량,0,0,0,복구완료,굴착부분 되메우기 재시공 완료,0,20201130,00010101,1
20200265,경상북도,영주시,상망동,경상북도 영주시 상망동 57-8,,,20200812,1.00,1.00,2.00,,지반 약화,0,0,0,복구완료,석축보강 공사,0,20200831,00010101,1
20200266,경상북도,경산시,정평동,경상북도 경산시 정평동 138-2,,,20200809,1.00,2.00,0.50,기타,콘크리트 포장층 다짐불량에 따른 집중호우시 자연침하,0,0,0,복구완료,긴급보수공사 실시,2000000,20200809,00010101,1
20200267,충청북도,음성군,금왕읍,충청북도 음성군 금왕읍 무극로 221,,,20200730,1.00,5.00,1.00,,파형강관 이음부(맞대기) 부분침하에 따른 단차발생,0,0,0,복구완료,지반침하부분 혼합석 포설 및 다짐 후 포장,0,20200801,00010101,1
20200268,경상북도,포항시 남구,연일읍 생지리,경상북도 포항시 남구 연일읍 생지리 408,,,20200812,1.50,1.50,0.50,,"부근의 하천에서 흙 유실 원인
",0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20200817,00010101,1
20200269,부산광역시,기장군,일광면 원리,부산광역시 기장군 일광면 원리 748-2번지 일원(부산~울산고속도로 원리 2교 하부),,,20200724,5.00,10.00,6.00,기타,도로를 횡단하는 하수박스(3.0x2.5) 벽체 파손으로 토사유실,0,0,0,복구완료,하수박스 손상부 복구 및 토사되메우기 완료,0,20200824,00010101,1
20200270,경상북도,포항시 남구,장흥동,경상북도 포항시 남구 장흥동 1262-2,,,20200728,1.00,1.00,0.50,,우수관로 400mm 파손,0,0,0,복구완료,PE이중벽관으로 보수 및 포장 복구완료,0,20200809,00010101,1
20200271,경상북도,포항시 남구,연일읍 생지리,경상북도 포항시 남구 연일읍 생지리 287-11,,,20200810,2.00,4.00,0.50,,하수관로 노후 및 파손으로 토사유실,0,0,0,복구완료,PE이중벽관으로 보수 및 포장 복구완료,0,20200817,00010101,1
20200273,광주광역시,북구,대촌동,광주광역시 북구 대촌동 870-14 (대원장례식장 입구),,,20200814,2.00,2.00,1.00,,굴착부분 되메우기 재시공 및 포장 복구 완료,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구,0,20200816,00010101,1
20200274,광주광역시,북구,양산동,광주광역시 북구 양산동 205-1,,,20200816,1.00,1.00,2.00,,흄관 부식,0,0,0,복구완료,PE삼중벽관(D500mm) L=30m 교체 매설 및 도로 복구 완료,0,20200819,00010101,1
20200275,광주광역시,북구,오치동,광주광역시 북구 오치동 1036-1,,,20200818,1.00,1.00,2.00,,암거박스 하단 접합부 세굴,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200820,00010101,1
20200276,광주광역시,북구,운암동,광주광역시 북구 운암동 1578,,,20200819,1.00,1.00,1.50,,도시가스 흄관 관통,0,0,0,복구완료,골재 되메우기 응급복구 완료,0,20200820,00010101,1
20200277,광주광역시,북구,양산동,광주광역시 북구 양산동 330 (KT&amp;G),,,20200821,1.00,1.00,2.00,,암거박스 기초 하단부 세굴,0,0,0,복구완료,골재 되메우기 응급복구 완료,0,20210822,00010101,1
20200278,광주광역시,북구,두암동,광주광역시 북구 두암동 875-8,,,20200901,1.00,1.00,0.50,,암거박스 측면 세굴,0,0,0,복구완료,암거박스 측면 보수 및 골재 되메우기,0,20200901,00010101,1
20200279,울산광역시,동구,,울산광역시 동구 해수욕장길28,,,20200808,3.00,1.50,1.00,,우수관 파손,0,0,0,복구완료,우수관 보수 및 포장복구 완료,0,20200812,00010101,1
20200280,광주광역시,광산구,비아동,광주광역시 광산구 비아동 비아동707-14번지 주변,,,20200811,0.30,0.50,1.80,,,0,0,0,복구완료,노후관로 보수 및 포장 복구 다짐,0,20200812,00010101,1
20200281,광주광역시,광산구,수완동,광주광역시 광산구 수완동 수완동929,,,20200828,0.50,0.50,0.40,,,0,0,0,복구완료,맨홀 및 관로 접합부 노후로 인한 세굴 발생,0,20200829,00010101,1
20200282,광주광역시,광산구,비아동,광주광역시 광산구 비아동 비아동677-1번지 주변,,,20201129,1.00,1.00,1.00,,,0,0,0,복구완료,노후관로 보수 및 포장 복구 다짐,0,20201130,00010101,1
20200283,광주광역시,서구,,광주광역시 서구 상무대로 쌍촌역에서 화정역 방면,,,20200807,7.00,9.00,2.50,,다짐(되메우기)불량,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200814,00010101,1
20200284,광주광역시,동구,,광주광역시 동구 제봉로 15,,,20200808,3.00,40.00,0.03,,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구,0,20200812,00010101,1
20200285,광주광역시,동구,,광주광역시 동구 제봉로 27,,,20200811,3.00,4.00,1.00,,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200813,00010101,1
20200286,광주광역시,동구,,광주광역시 동구 남문로 소태역 주차장 입구,,,20200812,5.00,10.00,2.50,,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200813,00010101,1
20200287,세종특별자치시,세종특별자치시,,세종특별자치시 세종특별자치시 보람동 한누리대로 2144(스마트허브2)앞 인도,,,20200907,3.00,5.00,0.50,,"지반 다짐 부실로 토사유실에 따른 보도침하
",0,0,0,복구완료,토사유실에 따른 보도침하로 판단됨에 따라 채움 및 다짐하여 보완 시공,0,20200912,00010101,1
20200289,광주광역시,북구,,광주광역시 북구 삼소로 대원장례식장 입구 3거리 교차로,,,20200819,2.00,2.00,2.00,,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구,0,20200821,00010101,1
20200290,광주광역시,동구,,광주광역시 동구 필문대로 남광주고가 하부,,,20200903,2.00,4.00,1.00,,,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장복구 완료,0,20200903,00010101,1
20200291,광주광역시,서구,,광주광역시 서구 서구 치평동 754-1,,,20200808,1.00,2.00,1.50,,,0,0,0,복구완료,하수관 교체,0,20200819,00010101,1
20200292,광주광역시,서구,마륵동,광주광역시 서구 마륵동 171-12 인근,,,20200807,2.00,1.00,0.50,,,0,0,1,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200812,00010101,1
20200293,광주광역시,서구,쌍촌동,광주광역시 서구 쌍촌동 877-6번지 인근,,,20200807,5.00,2.00,0.20,,,0,0,1,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20200812,00010101,1
20200295,광주광역시,서구,,광주광역시 서구 쌍촌동 1229번지 인근,,,20200810,1.00,2.00,1.00,,우수받이 연결관의 연결 미흡으로 침하,0,0,0,복구완료,되메우기 재시공 및 포장복구,0,20200812,00010101,1
20200298,광주광역시,서구,화정동,광주광역시 서구 화정동 1708,,,20200807,1.00,1.00,1.00,,,0,0,0,복구완료,되메우기 재시공 및 포장복구 완료,0,20200809,00010101,1
20200299,광주광역시,서구,쌍촌동,광주광역시 서구 쌍촌동 1229,,,20200810,1.00,2.00,3.00,,,0,0,0,복구완료,되메우기 재시공 및 포장복구 완료,0,20200812,00010101,1
20200300,광주광역시,서구,쌍촌동,광주광역시 서구 쌍촌동 쌍촌로48번길 인근,,,20201026,1.00,1.20,1.10,,,0,0,0,복구완료,하수도 공사 완료,0,20201029,00010101,1
20200301,광주광역시,서구,화정동,광주광역시 서구 화정동 178-8,,,20201128,0.20,0.20,2.50,,,0,1,0,복구완료,하수도 공사 완료,0,20201130,00010101,1
20200302,경상남도,창원시 마산합포구,,"경상남도 창원시 마산합포구 가포로8, 선진빌딩 앞",,,20200803,2.00,0.50,0.50,,집중호우로 인한 지반침하,0,0,0,복구완료,부분포장공사 4~5회 실시 후 전체 포장공사 완료,0,20200819,00010101,1
20200303,경상남도,창원시 마산합포구,,경상남도 창원시 마산합포구 월영동 733,,,20200803,1.50,6.00,0.50,,집중호우로 인한 침하(도로 틈새로 빗물 유입되어 토사유출),0,0,0,복구완료,침하부분 복구 및 부분포장 완료,0,20200819,00010101,1
20200304,서울특별시,마포구,대흥동,서울특별시 마포구 대흥동 서강대길40,,,20200818,0.20,0.20,6.00,기타," ○ 지하시설물관계자(하수도, 가스, 전력) 점검결과 이상없음
 ○ 굴착조사결과 뚜렷한 원인을 찾을 수 없었음",0,0,0,복구완료,"
 ○ 지반침하 예방을 위해 소일시멘트(시멘트+자갈+모래) 채움 및 다짐",0,20200818,00010101,1
20200305,서울특별시,마포구,상수동,서울특별시 마포구 상수동 309-18,,,20200724,2.60,1.00,0.30,기타,엘리베이터 설치 후 부실로 추정,0,0,0,복구완료,원인자 복구,0,20200724,00010101,1
20200306,광주광역시,광산구,,광주광역시 광산구 월곡동 579-7,,,20200811,2.00,2.00,2.00,,하수관 노후화에 따른 토사 유실,0,0,0,복구완료,하수관 보수 미 포장 복구 완료,0,20200812,00010101,1
20200307,광주광역시,광산구,,광주광역시 광산구 월계동 847-1,,,20200826,0.80,0.80,1.00,,도로내 다짐 불량 등에 의한 침하,0,0,0,복구완료,하수관 보수 및 포장 복구,0,20200826,00010101,1
20200308,광주광역시,광산구,,광주광역시 광산구 비아동 707-8,,,20200811,1.00,1.00,1.00,,하수관 접합 부위 불량에 따른 토사 유실,0,0,0,복구완료,하수관 보수 및 포장 완료,0,20200820,00010101,1
20200309,전북특별자치도,순창군,유등면,전북특별자치도 순창군 유등면 오교리 990-149,,,20200809,3.00,3.00,1.50,,,0,0,0,복구중,도로관리사업소에서 현장 확인결과 지반침하 현장을 찾을 수 없었음.,0,20200811,00010101,1
20200310,광주광역시,광산구,도천동,광주광역시 광산구 도천동 도천동621-15번지 주변,,,20200821,1.50,2.00,1.00,,,0,0,0,복구완료,노후 관로 보수 및 포장 복구 다짐,0,20200822,00010101,1
20200311,부산광역시,동래구,사직동,부산광역시 동래구 사직동 802-4번지 일원,,,20200812,0.80,0.80,2.00,,한전 전력구 인근 토사유실,0,0,0,복구완료,굴착부분 되메우기 및 포장복구 완료,0,20200830,00010101,1
20200312,부산광역시,남구,대연동,부산광역시 남구 대연동 209-4 번지,,,20200728,2.00,1.00,1.00,,하수관 파손으로 인한 도로 침하 발생,0,0,0,복구완료,하수 단가 조치,0,20200729,00010101,1
20200313,부산광역시,동구,범일동,부산광역시 동구 범일동 1542-7,,,20200723,1.00,1.00,0.70,,측구파손에 따른 침하 ,0,0,0,복구완료,다짐불량에 따른 침하로 확인 굴착 후 위험부분 재다짐 후 포장,0,20200828,00010101,1
20200314,부산광역시,동구,범일동,부산광역시 동구 범일동 830-100 (자성로 133번길 26-2),,,20200723,1.00,1.00,0.70,,측구 파손에 따른 침하,0,0,0,복구완료,"관 부식에 따른 하수 누수로써, 부분부식 관 교체",0,20200828,00010101,1
20200315,부산광역시,동구,범일동,부산광역시 동구 범일동 1453-8 (망양로 921),,,20200723,1.00,1.00,0.50,,오수관로 파손에 따른 침하,0,0,0,복구완료,골재 및 몰탈 혼합하여 되메우기 재시공 및 포장복구 완료,0,20200724,00010101,1
20200316,부산광역시,남구,용당동,부산광역시 남구 용당동 525-7,,,20200715,1.00,3.80,1.50,,하수관 파손으로 인한 도로 침하 발생,0,0,0,복구완료,하수 단가 조치,0,20200717,00010101,1
20200317,부산광역시,남구,문현동,부산광역시 남구 문현동 920-4,,,20200711,1.00,2.00,1.00,,누후화된 측구로 인한 도로 침하 발생,0,0,0,복구완료,절삭포장,0,20200826,00010101,1
20200318,부산광역시,동래구,명륜동,부산광역시 동래구 명륜동 652-24,,,20200707,1.00,1.00,1.50,,자연침하로 인한 토사 유실,0,0,0,복구완료,되메우기 재 시공 및 포장 복구완료,0,20200715,00010101,1
20200319,광주광역시,광산구,도천동,광주광역시 광산구 도천동 295-15,,,20200816,0.50,0.50,1.00,,,0,0,0,복구완료,하수관 보수 및 포장 복구,0,20210817,00010101,1
20210001,경기도,포천시,일동면 기산리,경기도 포천시 일동면 기산리 82-2번지 일원,,,20210222,0.15,0.15,3.00,기타,침하발생 위치에 접하여 D1000규모 우수관이 지나가는 것으로 보아 관로 손상에 의한 침하인 것으로 추정 됨,0,0,0,복구완료,도로과(유지보수팀)에 보수 요청 완료,0,20210326,00010101,1
20210002,부산광역시,사하구,다대동,부산광역시 사하구 다대동 927-17번지 일원,,,20210315,0.50,0.70,1.20,,폐하수관의 마감처리 미흡,0,0,0,복구완료,싱크홀 발생 구간 ASP포장 ,0,20210315,00010101,1
20210003,서울특별시,강남구,삼성동,서울특별시 강남구 삼성동 160-21(봉은사로 104길 10),,,20210330,1.00,1.00,1.50,,통신관 아래 공동발생 부분  큰돌 사이 빈 공간이 있어 동공 발생,0,0,0,복구완료,하수시설물 보수공사(연간단가)에서 긴급 공동부분을 굴착하여 현장 확인 결과 큰돌 사이 공극으로 되메우기 후 포장 복구완료,0,20210331,00010101,1
20210004,서울특별시,송파구,마천동,서울특별시 송파구 마천동 마천로61다길 25,,,20210331,0.50,0.50,1.00,,맨홀 하부구체 파손,0,0,0,복구완료,"맨홀바닥 몰탈타설 및 인버트 설치
4월5일 맨홀개량 예정",0,20210331,00010101,1
20210005,서울특별시,강남구,압구정동,서울특별시 강남구 압구정동 500(올림픽대로 공항방향 성수대교 밑단 약 200m 5차로),,,20210309,2.50,2.10,1.10,,"○ 하수관(D=1200mm) 이음부 이격 및 노후 파손 
   ① 맨홀→우수토실로 연결된 하수관 이음부 이격 및 노후 파손으로 공동발생
   ② 기존 보수보강을 시행한 하수관로(올림픽대로 횡단)에 시공된 라이닝의 변형이 있어 기존 하수관과 라이닝 사이로 하수가 흘러 기존관의 이음부 사이로 하수 유출
○ 2021. 3월중 : 굴착공사가 불가하여 비굴착 공법으로 보수방안 강구
                 (올림픽대로, 수문구조물, 광역상수도관(D2500mm) 저촉 등)
○ 2021. 4월중 : 정비완료 예정
○ 소요예산 : 100백만원(서울시 물재생계획과 긴급복구비 요청)
                       D=1200mm, L=100m(2열). 맨홀4개소 보수보강",0,0,0,복구완료,공동부분 되메우기 및 다짐 후 복구 ,0,20210309,00010101,1
20210006,서울특별시,송파구,거여동,서울특별시 송파구 거여동 33-16,,,20210407,0.70,0.70,1.90,,하수맨홀 노후로 인한 하부 구체파손,0,0,1,복구완료,맨홀내부 응급보구 및 동공 되메우기 완료,0,20210407,00010101,1
20210007,경기도,용인시 수지구,,경기도 용인시 수지구 풍덕천동 1045-1번지,,,20210419,1.50,15.00,0.01,호상편마암,PVC관(D80mm)을 토류판 가로 버팀보 받침대(브라켓)에 올려 되메우기한 후 토사가 침하되어 급수관 탈락,0,0,0,복구완료,연간단가를 통한 수도관 복구 및 보도정리,25000000,20210419,00010101,1
20210008,경기도,구리시,인창동,경기도 구리시 인창동 681-1번지,,,20210419,1.50,5.00,1.20,,,0,0,0,복구완료,골재 채움,0,20210630,00010101,1
20210009,부산광역시,사하구,괴정동,부산광역시 사하구 괴정동 203-31번지,,,20210422,2.00,4.00,5.00,기타,하수BOX(2.0mX2.0m) 파손에 의한 동공 발생,0,0,0,복구완료,하수BOX 바닥세굴 보수 약 L=40m ,20000000,20210423,00010101,1
20210010,서울특별시,강남구,논현동,서울특별시 강남구 논현동 212-16(학동로 34길 21),,,20210608,1.00,1.50,1.00,,하수관 노후화로 인한 동공발생 추정,0,0,0,복구완료,강남구청 치수팀에서 진행하는 신논현역 및 학동역 주변 하수관로 개량공사 구간으로 도급업체에서 금일 복구 할 예정 ,0,20210609,00010101,1
20210011,인천광역시,부평구,부평동,인천광역시 부평구 부평동 416-9,,,20210609,1.00,1.00,1.00,기타,상수도관 누수에 따른 땅꺼짐 사고 발생,0,0,1,복구완료,"누수수리공사 완료
도로포장복구 완료",0,20210610,00010101,1
20210012,부산광역시,사하구,다대동,부산광역시 사하구 다대동 943-3번지 일원,,,20210617,1.40,2.40,1.20,기타,원인불명 ,0,0,0,복구완료,해당구간 되메우기완료 ,0,20210619,00010101,1
20210014,경상남도,양산시,하북면 삼감리,경상남도 양산시 하북면 삼감리,,,20210706,1.80,2.00,1.70,,"2021년 7월 6일 오전9시경 하북면 삼감리 삼감마을 이장의 신고로 수도관이 파열된 것을 확인하였고, 다량의 물이 유출되어 도로 지반 내 토사와 함께 지면으로 흘러나옴. 이후 토사가 빠진 상황에서 지반이 침하됨.",0,0,0,복구완료,파열된 수도관 복구 후 자갈(쇄석)등으로 임시포장,0,20210813,00010101,1
20210015,경기도,과천시,과천동,경기도 과천시 과천동,,,20210629,1.00,1.00,1.50,,,0,0,0,복구완료,포장복구 완료,0,20210629,00010101,1
20210016,충청북도,청주시 서원구,,충청북도 청주시 서원구 개신동 1-13,,,20210628,2.00,3.00,2.00,충척층,하수관 손상에 따른 토사 유실,0,0,1,복구완료,긴급보수공사 실시 및 차량보상,3000000,20210629,00010101,1
20210017,충청북도,청주시 서원구,,충청북도 청주시 서원구 사창동 532,,,20210617,1.50,2.00,1.50,충척층,하수관 손상에 따른 토사 유실,0,0,0,복구완료,긴급보수공사 실시,2500000,20210703,00010101,1
20210018,충청남도,보령시,,충청남도 보령시,,,20210330,0.40,0.70,1.00,,,0,0,0,복구완료,홍성종합건설사업소에서 처리,0,20210606,00010101,1
20210019,부산광역시,서구,동대신동3가,부산광역시 서구 동대신동3가 63-315번지 (덕산빌라 앞),,,20210614,0.80,10.00,1.40,,하수도관 이음부불량(우수관D1200mm 이음부 불량으로 인한 유출),0,0,0,복구완료,비굴착시공으로 복구 완료.,0,20210624,00010101,1
20210020,경기도,화성시,비봉면 구포리,경기도 화성시 비봉면 구포리 831,,,20210301,1.00,1.00,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210301,00010101,1
20210021,경기도,화성시,송산면 천등리,경기도 화성시 송산면 천등리 469-1,,,20210330,1.00,1.00,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210330,00010101,1
20210022,경기도,화성시,팔탄면 율암리,경기도 화성시 팔탄면 율암리 483-11,,,20210407,1.00,1.00,0.05,,하자보수 기간 후 자연 침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210407,00010101,1
20210023,경기도,화성시,반월동,경기도 화성시 반월동 245-2,,,20210522,1.00,1.30,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210523,00010101,1
20210024,경기도,화성시,서신면 매화리,경기도 화성시 서신면 매화리 365-8,,,20210524,1.00,1.00,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20210524,00010101,1
20210025,전북특별자치도,익산시,마동,전북특별자치도 익산시 마동 153-37(동부시장 오거리),,,20210219,1.00,2.00,1.00,,하수관 파손으로 인한 지반침하 사고,0,0,0,복구완료,침하된 지반 되메우기 및 지반다짐 완료,0,20210219,00010101,1
20210026,전북특별자치도,익산시,금마면 동고도리,전북특별자치도 익산시 금마면 동고도리 고도길 58 (금마시장 인근),,,20210326,1.00,1.00,0.50,,하수관 연결부 누수로 인한 토사유실,0,0,0,복구완료,하수관 보수 및 포장 보수 조치,0,20210326,00010101,1
20210029,전북특별자치도,익산시,영등동,전북특별자치도 익산시 영등동 178-51(참사랑 마트),,,20210520,1.20,1.00,0.80,,하수관 파손(손상),0,0,0,복구완료,침하된 지반 되메우기 및 지반다짐 완료,0,20210520,00010101,1
